,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
1684,00:09:56:13,00:10:00:05,They say that they are recognizing us as we are.,dicen que nos van reconociendo a lo derecho.,,,arregoces,arregoces
1685,00:10:00:07,00:10:03:01,"It's not right, you have to listen to it","No está bien, hay que hay que escucharlo",,,arregoces,arregoces
1686,00:10:03:01,00:10:05:17,"and most of them have to be listened to,","y la mayoritaria hay que escucharlas,",,,arregoces,arregoces
1687,00:10:05:17,00:10:09:14,but with these laws that are being reformed,pero con estas leyes que se vienen reformando,,,arregoces,arregoces
1688,00:10:09:14,00:10:13:10,"in different governments in power,","en distintos gobiernos de turnos,",,,arregoces,arregoces
1689,00:10:13:12,00:10:15:23,well we are going to be,pues vamos a estar,,,arregoces,arregoces
1690,00:10:15:23,00:10:18:05,"inside, living together.","dentro, conviviendo.",,,arregoces,arregoces
1691,00:10:18:05,00:10:23:02,"It's time to live together, and time to live together and time to learn it.","Toca convivir, y toca convivir y toca aprenderla.",,,arregoces,arregoces
1692,00:10:23:04,00:10:26:20,Learn from it to get by or else they will swallow you,Aprender de ello para desenvolverse o si no te tragan,,,arregoces,arregoces
1693,00:10:26:20,00:10:27:19,alive.,vivo.,,,arregoces,arregoces
1694,00:10:27:19,00:10:32:00,"Big megaprojects, look at the megaprojects","Megaproyectos grandes, miran los megaproyectos",,,arregoces,arregoces
1695,00:10:32:02,00:10:35:22,and that is to be very careful,y eso es que tener mucho cuidado,,,arregoces,arregoces
1696,00:10:36:00,00:10:38:13,"Or it would lead us to the indigenous division,","O nos llevaría a la división indígena,",,,arregoces,arregoces
1697,00:10:38:13,00:10:42:01,because it is convenient for the government to create divisions.,porque el gobierno les conviene que se hagan divisiones.,,,arregoces,arregoces
1698,00:10:42:03,00:10:43:02,"Sure, totally.","Claro, totalmente.",,,arregoces,arregoces
1699,00:10:43:02,00:10:45:15,"That party, different parties,","Eso partido, distintos partidos,",,,arregoces,arregoces
1700,00:10:45:15,00:10:48:14,"Well, that is injected into our heads,","pues eso se nos inyecta en la cabeza,",,,arregoces,arregoces
1701,00:10:48:14,00:10:51:06,"Well, in Colombia they have already broken up many indigenous people.",pues en Colombia han roto mucho pueblo indígena ya.,,,arregoces,arregoces
1702,00:10:51:06,00:10:54:14,In the mountains we are also already,En la sierra también ya se nos,,,arregoces,arregoces
1703,00:10:54:14,00:10:59:01,"is messing, breaking that balance","está metiendo, romper ese equilibrio",,,arregoces,arregoces
1704,00:10:59:03,00:11:02:03,and that leads us to lose governability.,y eso nos lleva a perder la gobernabilidad.,,,arregoces,arregoces
1705,00:11:02:04,00:11:05:04,So I trust humans,Entonces yo confío en los humamos,,,arregoces,arregoces
1706,00:11:05:09,00:11:09:12,"that this is not going to be lost, because we have to face it,","que esto no se va a perder, porque eso hay que afrontarlos,",,,arregoces,arregoces
1707,00:11:09:14,00:11:11:19,"That is, you have to have it permanent.","o sea, hay que tenerlo permanente.",,,arregoces,arregoces
1708,00:11:11:19,00:11:14:17,That must be continued.,Eso hay que seguir.,,,arregoces,arregoces
1709,00:11:14:17,00:11:18:22,"The people, the woman, the child, follow","La gente, la mujer, el niño, seguir",,,arregoces,arregoces
1710,00:11:19:00,00:11:23:19,"in training, training, permanently follow","en formaciones, capacitaciones, seguir permanentemente",,,arregoces,arregoces
1711,00:11:23:21,00:11:26:21,"that it is not a speech, but it is an experience","que no sea un discurso, sino es una vivencia",,,arregoces,arregoces
1712,00:11:27:01,00:11:30:00,"live it, execute it, practice it.","vivirla, ejecutarlo, practicarlas.",,,arregoces,arregoces
1713,00:11:30:00,00:11:34:19,So I think that,Entonces creo que,,,arregoces,arregoces
1714,00:11:34:21,00:11:37:18,the struggles we have achieved.,las luchas hemos logrado.,,,arregoces,arregoces
1715,00:11:37:18,00:11:39:05,The Constitution,La Constitución,,,arregoces,arregoces
1716,00:11:39:05,00:11:42:11,"recognizes something paragraphite , they have barely developed,","reconoce algo paragrafito, apenas no se han desarrollado,",,,arregoces,arregoces
1717,00:11:42:13,00:11:45:15,They only say the right to ethnic diversity.,solo dicen derecho de diversidad étnica.,,,arregoces,arregoces
1718,00:11:45:21,00:11:47:11,"But that's one point,","Pero ese es un punto,",,,arregoces,arregoces
1719,00:11:47:11,00:11:51:13,"It is a number, but how is it developed, how is it implemented?","es un número, pero cómo se desarrolla, cómo se implementa",,,arregoces,arregoces
1720,00:11:51:15,00:11:52:14,that's what suddenly,eso es lo que de pronto,,,arregoces,arregoces
1721,00:11:52:14,00:11:53:21,"we wanted to implement,","hemos querido implementar,",,,arregoces,arregoces
1722,00:11:53:21,00:11:56:21,but the outside model is already built.,pero ya el modelo de afuera viene construido.,,,arregoces,arregoces
1723,00:11:56:21,00:11:59:21,"No, that has to be like that, it has to be like that, it has to","No, eso tiene que ser así, tiene que ser así, tiene que",,,arregoces,arregoces
1724,00:11:59:22,00:12:02:15,"And if it is more with a weight sign,","Y si es más con signo peso,",,,arregoces,arregoces
1725,00:12:02:17,00:12:05:03,It's your turn to enter that box.,Te toca entrar en esa casilla.,,,arregoces,arregoces
1726,00:12:05:03,00:12:08:00,"If you don't agree, there's nothing.","Si no está de acuerdo, no hay nada.",,,arregoces,arregoces
1727,00:12:08:00,00:12:10:15,So,Entonces,,,arregoces,arregoces
1728,00:12:10:15,00:12:13:14,I think that makes things clear.,creo que eso está en claro las cosas.,,,arregoces,arregoces
1729,00:12:13:19,00:12:15:15,That's why,Por eso,,,arregoces,arregoces
1730,00:12:15:15,00:12:18:12,I think the Kogi people,creo que el pueblo Kogui,,,arregoces,arregoces
1731,00:12:18:12,00:12:21:19,we keep thinking,seguimos pensando,,,arregoces,arregoces
1732,00:12:21:21,00:12:24:17,recover the territory,recuperar el territorio,,,arregoces,arregoces
1733,00:12:24:17,00:12:26:11,and to recover the territory,y para recuperar el territorio,,,arregoces,arregoces
1734,00:12:26:11,00:12:29:23,we need to make visible and make visible.,necesitamos visibilizar y visibilizar.,,,arregoces,arregoces
1735,00:12:30:01,00:12:35:03,"We have done more in documents, in writing,","Nosotros hemos hecho más en documentos, en el escrito,",,,arregoces,arregoces
1736,00:12:35:05,00:12:36:02,we have written it.,lo hemos escrito.,,,arregoces,arregoces
1737,00:12:36:02,00:12:40:05,There will be lots of documents.,Habrá pocotones de documentos.,,,arregoces,arregoces
1738,00:12:40:07,00:12:42:21,That's why I think,Por eso mismo creo que,,,arregoces,arregoces
1739,00:12:42:21,00:12:45:10,of the last few years,de los últimos años,,,arregoces,arregoces
1740,00:12:45:10,00:12:47:11,of those documents that we have written,de esos documento que hemos escrito,,,arregoces,arregoces
1741,00:12:47:11,00:12:50:16,"becomes a visualization,","se vuelva una visualización,",,,arregoces,arregoces
1742,00:12:50:18,00:12:54:23,"that visualization, since it is required","esa visualización, pues se requiere",,,arregoces,arregoces
1743,00:12:55:01,00:12:58:16,"what some of us have come to document,","lo que hemos llegado algunos a documentar,",,,arregoces,arregoces
1744,00:12:58:18,00:13:01:14,"which we are going to do with you as a start,","cosa que lo vamos a hacer con ustedes como un inicio,",,,arregoces,arregoces
1745,00:13:01:14,00:13:04:21,"as a start on this, let's rehearse it","como inicio en esto, vamos a ensayarla",,,arregoces,arregoces
1746,00:13:04:21,00:13:10:13,"Let's see if this documentary turns out much better, and","a ver si nos sale este documental mucho mejor, y",,,arregoces,arregoces
1747,00:13:10:15,00:13:14:08,We can continue making a documentary from the wasteland,podemos seguir haciendo un documental desde el páramo,,,arregoces,arregoces
1748,00:13:14:10,00:13:19:03,"Downwards, levels in stops for further down,","Hacia abajo, niveles en paramos para más abajo,",,,arregoces,arregoces
1749,00:13:19:05,00:13:22:09,So I believe that the world outside,entonces yo creo que el mundo de afuera,,,arregoces,arregoces
1750,00:13:22:11,00:13:24:23,"go with visibility,","ve con la visibilidad,",,,arregoces,arregoces
1751,00:13:25:01,00:13:28:00,"If you have regenerated, good, but prove it.","si ha regenerado, bueno, pero demuéstrelo.",,,arregoces,arregoces
1752,00:13:28:00,00:13:29:03,Thank goodness we,Menos mal que nosotros,,,arregoces,arregoces
1753,00:13:29:03,00:13:32:22,"We don't have a photograph when we received that,","no tenemos una fotografía cuando recibimos eso,",,,arregoces,arregoces
1754,00:13:33:01,00:13:36:09,"Suddenly there must be one there, here we don't have it.","de pronto por ahí debe haber, aquí nosotros no la tenemos.",,,arregoces,arregoces
1755,00:13:36:11,00:13:40:02,So I think that today,Entonces yo creo que hoy,,,arregoces,arregoces
1756,00:13:40:04,00:13:42:15,We have to start proving.,nos toca empezar a demostrar.,,,arregoces,arregoces
1757,00:13:42:15,00:13:47:21,"In documentary what was, what is","En documental lo que era, lo que es",,,arregoces,arregoces
1758,00:13:47:23,00:13:49:14,"very difficult, it was.","muy difícil, lo que era.",,,arregoces,arregoces
1759,00:13:49:14,00:13:51:07,Know,Saber,,,arregoces,arregoces
1760,00:13:51:07,00:13:54:09,"what today, more or less we can believe that","lo que hoy, más o menos podemos creer que",,,arregoces,arregoces
1761,00:13:54:09,00:13:59:08,"But if that is a mountain, no, what you were.","Pero si eso es montaña, no, lo que eras.",,,arregoces,arregoces
1762,00:13:59:10,00:14:03:04,I think that's what we haven't bet on.,Creo que eso es lo que no hemos apostado.,,,arregoces,arregoces
1763,00:14:03:06,00:14:05:04,So,Entonces,,,arregoces,arregoces
1764,00:14:05:04,00:14:07:00,"I think the message is,","creo que el mensaje es,",,,arregoces,arregoces
1765,00:14:07:00,00:14:08:15,The message is for everyone,El mensaje es de todos,,,arregoces,arregoces
1766,00:14:08:15,00:14:10:19,",the message is from the ancestral territory.",",el mensaje es del territorio ancestral.",,,arregoces,arregoces
1767,00:14:10:19,00:14:14:01,"The message of the XXX organization,","El mensaje de la organización XXX,",,,arregoces,arregoces
1768,00:14:14:03,00:14:17:03,is to make visible.,es visibilizar.,,,arregoces,arregoces
1769,00:14:17:05,00:14:21:04,Let's start doing the documentary exercise.,Vamos a empezar a hacer el ejercicio documental.,,,arregoces,arregoces
1770,00:14:21:07,00:14:23:09,"So, if you talk about the documentary,","Entonces, si hablan del documental,",,,arregoces,arregoces
1771,00:14:23:09,00:14:29:05,"we can make the documentary in several things, some","el documental lo podemos hacer en varias cosas, unos",,,arregoces,arregoces
1772,00:14:29:07,00:14:31:13,as sacred spaces,como espacios sagrados,,,arregoces,arregoces
1773,00:14:31:13,00:14:35:17,or some we can see,o unos podemos ver,,,arregoces,arregoces
1774,00:14:35:19,00:14:38:02,like in the upper part,como en la parte alta,,,arregoces,arregoces
1775,00:14:38:02,00:14:41:15,"that does not have a forest, others that have a forest,","que no tiene bosque, otros lo que tiene bosque,",,,arregoces,arregoces
1776,00:14:41:15,00:14:44:15,others what we have recovered,otros lo que hemos recuperados,,,arregoces,arregoces
1777,00:14:46:17,00:14:48:23,"and another on the black line,","y otro en la línea negra,",,,arregoces,arregoces
1778,00:14:48:23,00:14:53:08,I think that more or less you were doing the exercise.,creo que más o menos ustedes estaban haciendo el ejercicio.,,,arregoces,arregoces
1779,00:14:53:10,00:14:56:08,I think since he's new to new things,Creo que como es nuevo en cosas nuevas,,,arregoces,arregoces
1780,00:14:56:08,00:14:59:08,What we are going to do is not going to be complete.,lo que vamos a hacer no va a ser completo.,,,arregoces,arregoces
1781,00:14:59:10,00:15:03:18,And what we lack. I know that has a continuation,Y lo que nos falta. Yo sé que eso tiene una continuación,,,arregoces,arregoces
1782,00:15:03:20,00:15:09:16,"and I think that this documentation is going to take us a memory,","y creo que esta documentación nos va a llevar una memoria,",,,arregoces,arregoces
1783,00:15:09:18,00:15:13:15,"because the youth, the young people,","porque la juventud, la gente joven,",,,arregoces,arregoces
1784,00:15:13:17,00:15:18:13,"If memory or history does not know it,","si no lo conoce la memoria o la historia,",,,arregoces,arregoces
1785,00:15:18:15,00:15:21:15,"In the outside world it is said that,","en el mundo de afuera se dice que,",,,arregoces,arregoces
1786,00:15:21:15,00:15:23:16,he who does not know his history,el que no conoce su historia,,,arregoces,arregoces
1787,00:15:23:16,00:15:26:07,"It is repeated, as they call that.","está repetido, como es que le dicen a eso.",,,arregoces,arregoces
1788,00:15:28:01,00:15:30:22,So I do believe that,Entonces yo sí creo que,,,arregoces,arregoces
1789,00:15:31:00,00:15:33:08,here in the mountains,acá en la Sierra,,,arregoces,arregoces
1790,00:15:33:08,00:15:36:19,we present the heart of the world,presentamos el corazón del mundo,,,arregoces,arregoces
1791,00:15:36:21,00:15:38:09,we signed it there a few years ago,por allá lo firmamos hace unos,,,arregoces,arregoces
1792,00:15:38:09,00:15:41:09,"20 years, 25 years or so,","20 años, 25 años más o menos,",,,arregoces,arregoces
1793,00:15:41:13,00:15:44:19,we made a heart of the world.,hicimos un corazón del mundo.,,,arregoces,arregoces
1794,00:15:44:21,00:15:47:11,The second we made the Moon,El segundo hicimos la Luna,,,arregoces,arregoces
1795,00:15:47:11,00:15:53:04,"but that's almost what we command,","pero eso casi que mandamos,",,,arregoces,arregoces
1796,00:15:53:06,00:15:55:11,"We do not lead it,","no lo encabezamos nosotros,",,,arregoces,arregoces
1797,00:15:59:06,00:16:01:18,"If not, someone took it and it stayed there.",si no que alguien lo llevó y quedo ahí,,,arregoces,arregoces
1798,00:16:01:18,00:16:05:00,"The same thing can happen, you take it and it stays there.","esto puede pasar lo mismo, usted lo lleva y se queda ahí.",,,arregoces,arregoces
1799,00:16:05:01,00:16:09:02,I think that on my part it is time to continue following up,Yo creo que de mi parte toca seguir como haciendo seguimiento,,,arregoces,arregoces
1800,00:16:09:04,00:16:11:13,"how far we want to go,","hasta dónde queremos llegar,",,,arregoces,arregoces
1801,00:16:11:13,00:16:14:13,What do we want to achieve with that?,qué queremos conseguir con eso.,,,arregoces,arregoces
1802,00:16:14:13,00:16:16:04,So,Entonces,,,arregoces,arregoces
1803,00:16:16:04,00:16:18:16,I think that,creo que,,,arregoces,arregoces
1804,00:16:18:16,00:16:21:13,It is important.,es importante.,,,arregoces,arregoces
1805,00:16:21:13,00:16:24:08,"Then he was telling the story, more","Entonces venía contando la historia, más",,,arregoces,arregoces
1806,00:16:24:08,00:16:27:16,"at least, bone","al menos, ósea",,,arregoces,arregoces
1807,00:16:27:18,00:16:31:02,my dad told me that when he was little above,mi papá me decía que cuando el era pequeño de arriba,,,arregoces,arregoces
1808,00:16:31:02,00:16:33:16,"He found this virgin mountain, the beach.","encontró esta montaña virgen, la playa.",,,arregoces,arregoces
1809,00:16:33:16,00:16:39:07,"My dad tells me, that was like the year 40, the year 50.","Mi papá me cuenta, eso era como el año 40, el año 50.",,,arregoces,arregoces
1810,00:16:39:09,00:16:42:18,Well then the dream is,"Bueno, entonces el sueño es",,,arregoces,arregoces
1811,00:16:43:09,00:16:45:20,It's like that. Finally,Es así. Finalmente,,,arregoces,arregoces
1812,00:16:45:20,00:16:48:06,with this documentary that,con este documental eso,,,arregoces,arregoces
1813,00:16:48:06,00:16:49:17,"It's what we want,","es lo que queremos,",,,arregoces,arregoces
1814,00:16:49:17,00:16:53:05,start as,empezar como,,,arregoces,arregoces
1815,00:16:53:07,00:16:56:21,"evidence, make visible","evidencia, visibilizar",,,arregoces,arregoces
1816,00:16:56:23,00:16:58:06,and,y,,,arregoces,arregoces
1817,00:16:58:06,00:17:02:22,the same ancestral territory.,el mismo territorio ancestral.,,,arregoces,arregoces
1818,00:17:03:00,00:17:05:17,The same documentary will talk,El mismo documental hablará,,,arregoces,arregoces
1819,00:17:05:17,00:17:12:11,so that other countries start exchanging and,para que otros países empecemos a intercambiar y,,,arregoces,arregoces
1820,00:17:12:13,00:17:17:16,"And I believe that the oxygen, the breezes,","Y creo que el oxígeno, la brisas,",,,arregoces,arregoces
